title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#ZN Two Gram Muha Meds x Cookies Disposables","zn-two-gram-muha-meds-x-cookies-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1679.jpg?v=1784539869","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/d02470373247433c930b043762ff8ed5/d02470373247433c930b043762ff8ed5.HD-1080p-4.8Mbps-89383835.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1679.jpg?v=1784539869""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(90, 30%, 18%)"",""hsl(90, 40%, 35%)"",""hsl(90, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZN Two Gram Muha Meds x Cookies Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZN Two Gram Muha Meds x Cookies Disposables | FUELPACKS Carts","#ZN Two Gram Muha Meds x Cookies Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order...","Carts; #ZN Two Gram Muha Meds x Cookies Disposables; FUELPACKS; Telegram ordering","/products/zn-two-gram-muha-meds-x-cookies-disposables","#ZN Two Gram Muha Meds x Cookies Disposables product image from FUELPACKS","FUELPACKS","zn-two-gram-muha-meds-x-cookies-disposables","","","#ZN Two Gram Muha Meds x Cookies Disposables","27","gid://shopify/Product/10355417088296","zn-two-gram-muha-meds-x-cookies-disposables","2026-07-20T09:31:30Z"
"#FU4 Zour Caviar Mediums (Indoor) (Mediums)","fu4-zour-caviar-mediums-indoor-mediums","Special Deals","special-deals","285","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1687.jpg?v=1784540184","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/058ff0b90095440796476929dfc75b2b/058ff0b90095440796476929dfc75b2b.HD-1080p-4.8Mbps-89384382.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1687.jpg?v=1784540184""]","[{""name"":""QP"",""price"":285,""inventory"":999},{""name"":""HP"",""price"":525,""inventory"":999},{""name"":""P"",""price"":950,""inventory"":999}]","[""hsl(51, 30%, 18%)"",""hsl(51, 40%, 35%)"",""hsl(51, 50%, 60%)""]","🤑 FAT COME UP DEAL 🤑 8.5/10👃 Licensed Mediums Lemon Cherry Candy Nose Soft Squishy Texture #FU4 Zour Caviar Mediums (Indoor) (Mediums) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $285.00, HP at $525.00, P at $950.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FU4 Zour Caviar Mediums (Indoor) (Mediums) | FUELPACKS Special","#FU4 Zour Caviar Mediums (Indoor) (Mediums) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order...","Special Deals; #FU4 Zour Caviar Mediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/fu4-zour-caviar-mediums-indoor-mediums","#FU4 Zour Caviar Mediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","fu4-zour-caviar-mediums-indoor-mediums","","","#FU4 Zour Caviar Mediums (Indoor) (Mediums)","28","gid://shopify/Product/10355418726696","fu4-zour-caviar-mediums-indoor-mediums","2026-07-20T09:37:09Z"
"#XX2 Limelight (Indoor)","xx2-limelight-indoor","Special Deals","special-deals","20","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1691.jpg?v=1784540354","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/e9c421e693684ad8bb3f040d3dcec13d/e9c421e693684ad8bb3f040d3dcec13d.HD-1080p-4.8Mbps-89384557.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1691.jpg?v=1784540354""]","[{""name"":""8th"",""price"":20,""inventory"":999}]","[""hsl(234, 30%, 18%)"",""hsl(234, 40%, 35%)"",""hsl(234, 50%, 60%)""]","🍬PERSONAL SPECIAL🍬 9.5/10👃 $20/8th✈️ Licensed Indoors BRED BY WIZARD TREES🧙♂️ Sweet Lemon Candy Nose *8THS ARE ADD ON ONLY* #XX2 Limelight (Indoor) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include 8th at $20.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#XX2 Limelight (Indoor) | FUELPACKS Special Deals","#XX2 Limelight (Indoor) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Special Deals; #XX2 Limelight (Indoor); FUELPACKS; Telegram ordering","/products/xx2-limelight-indoor","#XX2 Limelight (Indoor) product image from FUELPACKS","FUELPACKS","xx2-limelight-indoor","","","#XX2 Limelight (Indoor)","29","gid://shopify/Product/10355420856616","xx2-limelight-indoor","2026-07-20T09:39:38Z"
"#AD1 Smarties (AAA)","ad1-smarties-aaa","AAA","aaa","235","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1723.jpg?v=1784620657","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ccb31589edc54f8fb6af36bc8abfa047/ccb31589edc54f8fb6af36bc8abfa047.HD-1080p-4.8Mbps-89476425.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1723.jpg?v=1784620657""]","[{""name"":""QP"",""price"":235,""inventory"":999},{""name"":""HP"",""price"":420,""inventory"":999},{""name"":""P"",""price"":740,""inventory"":999}]","[""hsl(121, 30%, 18%)"",""hsl(121, 40%, 35%)"",""hsl(121, 50%, 60%)""]","9/10👃 Gassy Bubblegum Candy Nose Squishy Texture #AD1 Smarties (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $235.00, HP at $420.00, P at $740.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AD1 Smarties (AAA) | FUELPACKS AAA","#AD1 Smarties (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AD1 Smarties (AAA); FUELPACKS; Telegram ordering","/products/ad1-smarties-aaa","#AD1 Smarties (AAA) product image from FUELPACKS","FUELPACKS","ad1-smarties-aaa","","","#AD1 Smarties (AAA)","30","gid://shopify/Product/10356270596392","ad1-smarties-aaa","2026-07-21T07:57:51Z"
"#BH2 Plan B (Deps)","bh2-plan-b-deps","Deps","deps","205","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0586.jpg?v=1784620705","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/84c77b2a9066474aaffc88d18ddaef60/84c77b2a9066474aaffc88d18ddaef60.HD-1080p-4.8Mbps-89476475.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0586.jpg?v=1784620705""]","[{""name"":""QP"",""price"":205,""inventory"":999},{""name"":""HP"",""price"":360,""inventory"":999},{""name"":""P"",""price"":625,""inventory"":999}]","[""hsl(162, 30%, 18%)"",""hsl(162, 40%, 35%)"",""hsl(162, 50%, 60%)""]","8/10👃 Pungent Gassy Lemon Nose Dense Squishy Texture #BH2 Plan B (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $205.00, HP at $360.00, P at $625.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BH2 Plan B (Deps) | FUELPACKS Deps","#BH2 Plan B (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #BH2 Plan B (Deps); FUELPACKS; Telegram ordering","/products/bh2-plan-b-deps","#BH2 Plan B (Deps) product image from FUELPACKS","FUELPACKS","bh2-plan-b-deps","","","#BH2 Plan B (Deps)","31","gid://shopify/Product/10356270793000","bh2-plan-b-deps","2026-07-21T07:58:49Z"
"#CM1 Zmokers Club (Indoor) (Zaza)","cm1-zmokers-club-indoor-zaza","Exotic","exotic","385","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1727.jpg?v=1784620780","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/63f4f16326ec487cbfb28307686a18ad/63f4f16326ec487cbfb28307686a18ad.HD-1080p-4.8Mbps-89476624.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1727.jpg?v=1784620780""]","[{""name"":""QP"",""price"":385,""inventory"":999},{""name"":""HP"",""price"":725,""inventory"":999},{""name"":""P"",""price"":1350,""inventory"":999}]","[""hsl(149, 30%, 18%)"",""hsl(149, 40%, 35%)"",""hsl(149, 50%, 60%)""]","10/10👃 Licensed Indoors BRED BY FIYA FARMER🔥 Sweet Bubblegum Candy Nose Squishy Texture #CM1 Zmokers Club (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $385.00, HP at $725.00, P at $1350.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CM1 Zmokers Club (Indoor) (Zaza) | FUELPACKS Exotic","#CM1 Zmokers Club (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through Telegram...","Exotic; #CM1 Zmokers Club (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/cm1-zmokers-club-indoor-zaza","#CM1 Zmokers Club (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","cm1-zmokers-club-indoor-zaza","","","#CM1 Zmokers Club (Indoor) (Zaza)","32","gid://shopify/Product/10356270891304","cm1-zmokers-club-indoor-zaza","2026-07-21T08:00:00Z"
"#AA4 Red Lemons Mediums (Indoor) (Mediums)","aa4-red-lemons-mediums-indoor-mediums","Special Deals","special-deals","290","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1737.jpg?v=1784621256","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/9dd3e2962f5349118c82a1ecdec8a3a1/9dd3e2962f5349118c82a1ecdec8a3a1.HD-1080p-4.8Mbps-89477301.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1737.jpg?v=1784621256""]","[{""name"":""QP"",""price"":290,""inventory"":999},{""name"":""HP"",""price"":535,""inventory"":999},{""name"":""P"",""price"":975,""inventory"":999}]","[""hsl(339, 30%, 18%)"",""hsl(339, 40%, 35%)"",""hsl(339, 50%, 60%)""]","🤑 FAT COME UP DEAL 🤑 9/10👃 Licensed Mediums Pungent Lemon Candy Nose Soft Squishy Texture #AA4 Red Lemons Mediums (Indoor) (Mediums) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $290.00, HP at $535.00, P at $975.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AA4 Red Lemons Mediums (Indoor) (Mediums) | FUELPACKS Special","#AA4 Red Lemons Mediums (Indoor) (Mediums) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order...","Special Deals; #AA4 Red Lemons Mediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/aa4-red-lemons-mediums-indoor-mediums","#AA4 Red Lemons Mediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","aa4-red-lemons-mediums-indoor-mediums","","","#AA4 Red Lemons Mediums (Indoor) (Mediums)","33","gid://shopify/Product/10356272824616","aa4-red-lemons-mediums-indoor-mediums","2026-07-21T08:07:56Z"
"#AH3 Yellow Birkinz (Indoor)","ah3-yellow-birkinz-indoor","Indoor","indoor","340","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1773.jpg?v=1784795236","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/93895a87e90242689d4a7e00e16954c1/93895a87e90242689d4a7e00e16954c1.HD-1080p-4.8Mbps-89679459.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1773.jpg?v=1784795236""]","[{""name"":""QP"",""price"":340,""inventory"":999},{""name"":""HP"",""price"":635,""inventory"":999},{""name"":""P"",""price"":1175,""inventory"":999}]","[""hsl(243, 30%, 18%)"",""hsl(243, 40%, 35%)"",""hsl(243, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Lemon Candy Nose Squishy Texture #AH3 Yellow Birkinz (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $340.00, HP at $635.00, P at $1175.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AH3 Yellow Birkinz (Indoor) | FUELPACKS Indoor","#AH3 Yellow Birkinz (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AH3 Yellow Birkinz (Indoor); FUELPACKS; Telegram ordering","/products/ah3-yellow-birkinz-indoor","#AH3 Yellow Birkinz (Indoor) product image from FUELPACKS","FUELPACKS","ah3-yellow-birkinz-indoor","","","#AH3 Yellow Birkinz (Indoor)","34","gid://shopify/Product/10358362997032","ah3-yellow-birkinz-indoor","2026-07-23T08:27:21Z"
"#AJ3 Nerdz Clusters (Indoor)","aj3-nerdz-clusters-indoor","Indoor","indoor","310","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1779.jpg?v=1784795426","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ac2d3464da394b59bfd1b85bdf6a29ba/ac2d3464da394b59bfd1b85bdf6a29ba.HD-1080p-4.8Mbps-89679666.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1779.jpg?v=1784795426""]","[{""name"":""QP"",""price"":310,""inventory"":999},{""name"":""HP"",""price"":575,""inventory"":999},{""name"":""P"",""price"":1075,""inventory"":999}]","[""hsl(128, 30%, 18%)"",""hsl(128, 40%, 35%)"",""hsl(128, 50%, 60%)""]","9/10👃 Licensed Indoors Pungent Lemon Candy Nose Soft Squishy Texture #AJ3 Nerdz Clusters (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $310.00, HP at $575.00, P at $1075.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AJ3 Nerdz Clusters (Indoor) | FUELPACKS Indoor","#AJ3 Nerdz Clusters (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AJ3 Nerdz Clusters (Indoor); FUELPACKS; Telegram ordering","/products/aj3-nerdz-clusters-indoor","#AJ3 Nerdz Clusters (Indoor) product image from FUELPACKS","FUELPACKS","aj3-nerdz-clusters-indoor","","","#AJ3 Nerdz Clusters (Indoor)","35","gid://shopify/Product/10358371811624","aj3-nerdz-clusters-indoor","2026-07-23T08:30:33Z"
"#BG1 Zoowah (Indoor)","bg1-zoowah-indoor","Indoor","indoor","330","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1781.jpg?v=1784795551","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/b67a1871b4c74ecdab8b0bc4811ef062/b67a1871b4c74ecdab8b0bc4811ef062.HD-1080p-4.8Mbps-89679742.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1781.jpg?v=1784795551""]","[{""name"":""QP"",""price"":330,""inventory"":999},{""name"":""HP"",""price"":610,""inventory"":999},{""name"":""P"",""price"":1125,""inventory"":999}]","[""hsl(267, 30%, 18%)"",""hsl(267, 40%, 35%)"",""hsl(267, 50%, 60%)""]","9.5/10👃 Licensed Indoors Lemon Cherry Candy Nose Squishy Texture #BG1 Zoowah (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $330.00, HP at $610.00, P at $1125.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BG1 Zoowah (Indoor) | FUELPACKS Indoor","#BG1 Zoowah (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #BG1 Zoowah (Indoor); FUELPACKS; Telegram ordering","/products/bg1-zoowah-indoor","#BG1 Zoowah (Indoor) product image from FUELPACKS","FUELPACKS","bg1-zoowah-indoor","","","#BG1 Zoowah (Indoor)","36","gid://shopify/Product/10358377382184","bg1-zoowah-indoor","2026-07-23T08:32:36Z"
"#BB4 Cherry Warheads (Indoor)","bb4-cherry-warheads-indoor","Indoor","indoor","310","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1783.jpg?v=1784795628","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/2170ed498f8c4b6a9e19c887b9f1b1c9/2170ed498f8c4b6a9e19c887b9f1b1c9.HD-1080p-4.8Mbps-89679934.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1783.jpg?v=1784795628""]","[{""name"":""QP"",""price"":310,""inventory"":999},{""name"":""HP"",""price"":575,""inventory"":999},{""name"":""P"",""price"":1075,""inventory"":999}]","[""hsl(258, 30%, 18%)"",""hsl(258, 40%, 35%)"",""hsl(258, 50%, 60%)""]","9.5/10👃 Licensed Indoors Gassy Cherry Candy Nose Soft Squishy Texture #BB4 Cherry Warheads (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $310.00, HP at $575.00, P at $1075.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BB4 Cherry Warheads (Indoor) | FUELPACKS Indoor","#BB4 Cherry Warheads (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #BB4 Cherry Warheads (Indoor); FUELPACKS; Telegram ordering","/products/bb4-cherry-warheads-indoor","#BB4 Cherry Warheads (Indoor) product image from FUELPACKS","FUELPACKS","bb4-cherry-warheads-indoor","","","#BB4 Cherry Warheads (Indoor)","37","gid://shopify/Product/10358381248808","bb4-cherry-warheads-indoor","2026-07-23T08:33:57Z"
"#CR4 Zours (Indoor)","cr4-zours-indoor","Indoor","indoor","325","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1797.jpg?v=1784887876","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/2033e9c956a844ee80d62be27e231451/2033e9c956a844ee80d62be27e231451.HD-1080p-4.8Mbps-89790947.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1797.jpg?v=1784887876""]","[{""name"":""QP"",""price"":325,""inventory"":999},{""name"":""HP"",""price"":600,""inventory"":999},{""name"":""P"",""price"":1100,""inventory"":999}]","[""hsl(167, 30%, 18%)"",""hsl(167, 40%, 35%)"",""hsl(167, 50%, 60%)""]","9.5/10👃 Candy Gelato Zkittles Nose Soft Squishy Texture #CR4 Zours (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $325.00, HP at $600.00, P at $1100.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CR4 Zours (Indoor) | FUELPACKS Indoor","#CR4 Zours (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CR4 Zours (Indoor); FUELPACKS; Telegram ordering","/products/cr4-zours-indoor","#CR4 Zours (Indoor) product image from FUELPACKS","FUELPACKS","cr4-zours-indoor","","","#CR4 Zours (Indoor)","38","gid://shopify/Product/10359343350056","cr4-zours-indoor","2026-07-24T10:11:34Z"
"#DZ1 Apples & Bananas (Indoor)","dz1-apples-bananas-indoor","Indoor","indoor","300","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1799.jpg?v=1784887987","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/413d653c578b42dbbbb21bd8b9c1c302/413d653c578b42dbbbb21bd8b9c1c302.HD-1080p-4.8Mbps-89791156.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1799.jpg?v=1784887987""]","[{""name"":""QP"",""price"":300,""inventory"":999},{""name"":""HP"",""price"":550,""inventory"":999},{""name"":""P"",""price"":1000,""inventory"":999}]","[""hsl(180, 30%, 18%)"",""hsl(180, 40%, 35%)"",""hsl(180, 50%, 60%)""]","9.5/10👃 Licensed Indoors Sweet Apple Fritter Nose Squishy Texture #DZ1 Apples & Bananas (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $300.00, HP at $550.00, P at $1000.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DZ1 Apples & Bananas (Indoor) | FUELPACKS Indoor","#DZ1 Apples & Bananas (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #DZ1 Apples & Bananas (Indoor); FUELPACKS; Telegram ordering","/products/dz1-apples-bananas-indoor","#DZ1 Apples & Bananas (Indoor) product image from FUELPACKS","FUELPACKS","dz1-apples-bananas-indoor","","","#DZ1 Apples & Bananas (Indoor)","39","gid://shopify/Product/10359346397480","dz1-apples-bananas-indoor","2026-07-24T10:13:24Z"
"#AO2 Mile High Club (AAA)","ao2-mile-high-club-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1803.jpg?v=1784888223","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/94dac18c24624a8a81fccd1d41f62a67/94dac18c24624a8a81fccd1d41f62a67.HD-1080p-4.8Mbps-89791450.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1803.jpg?v=1784888223""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(262, 30%, 18%)"",""hsl(262, 40%, 35%)"",""hsl(262, 50%, 60%)""]","8.5/10👃 Sweet Gassy Gelato Nose Dense Squishy Texture #AO2 Mile High Club (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AO2 Mile High Club (AAA) | FUELPACKS AAA","#AO2 Mile High Club (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AO2 Mile High Club (AAA); FUELPACKS; Telegram ordering","/products/ao2-mile-high-club-aaa","#AO2 Mile High Club (AAA) product image from FUELPACKS","FUELPACKS","ao2-mile-high-club-aaa","","","#AO2 Mile High Club (AAA)","40","gid://shopify/Product/10359352295720","ao2-mile-high-club-aaa","2026-07-24T10:17:21Z"
"#AP2 Lemonlatti (AAA)","ap2-lemonlatti-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1813.jpg?v=1785086587","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/88542648d0cf41848d45e7ce2c593001/88542648d0cf41848d45e7ce2c593001.HD-1080p-4.8Mbps-89944614.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1813.jpg?v=1785086587""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(159, 30%, 18%)"",""hsl(159, 40%, 35%)"",""hsl(159, 50%, 60%)""]","9/10👃 Lemon Cherry Candy Nose Dense Squishy Texture #AP2 Lemonlatti (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AP2 Lemonlatti (AAA) | FUELPACKS AAA","#AP2 Lemonlatti (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AP2 Lemonlatti (AAA); FUELPACKS; Telegram ordering","/products/ap2-lemonlatti-aaa","#AP2 Lemonlatti (AAA) product image from FUELPACKS","FUELPACKS","ap2-lemonlatti-aaa","","","#AP2 Lemonlatti (AAA)","41","gid://shopify/Product/10361869926696","ap2-lemonlatti-aaa","2026-07-26T17:23:40Z"
